filecode,inputLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,TotalQ,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Multi,Codes,1675,Account
09S,130,O,AAPL 18FEB12 415.0 P,AAPL,2012-02-18,415,P,2012-01-24 15:23:07,5,2012-01-18 13:31:17,CBOE,-1,9.509572,-940,-0.5792,-950.96,-224.77,100,ML;C;ST;ST,C,IB9048
09S,131,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,,NASDAQOM,-8,2.02,1616,-2.47,-1620.16,-6.62,100,ML;C,CS,IB9048
09S,132,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:27:34,NASDAQOM,1,2.043545,202,-0.30875,204.35,-2.66,100,ML;C;ST,C,IB9048
09S,133,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:27:47,NASDAQOM,1,2.041745,25.25,-0.03859375,204.17,-2.48,100,ML;C;ST;ST,C,IB9048
09S,134,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:27:53,NASDAQOM,1,2.031745,3.15625,-0.004824219,203.17,-1.48,100,ML;C;ST;ST;ST,C,IB9048
09S,135,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:27:52,NASDAQOM,1,2.031745,0.39453125,-0.000603027,203.17,-1.48,100,ML;C;ST;ST;ST;ST,C,IB9048
09S,136,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:26:20,NASDAQOM,1,2.030245,0.049316406,-7.53784E-05,203.02,-1.33,100,ML;C;ST;ST;ST;ST;ST,C,IB9048
09S,137,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:26:20,NASDAQOM,1,2.027245,0.006164551,-9.4223E-06,202.72,-1.03,100,ML;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,138,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:26:20,NASDAQOM,1,2.000545,0.000770569,-1.17779E-06,200.05,1.64,100,ML;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,139,O,BA 18FEB12 75.0 C,BA,2012-02-18,75,C,2012-01-24 15:23:49,-8,2012-01-24 11:29:31,NASDAQOM,1,1.994745,9.63211E-05,-1.47223E-07,199.47,2.22,100,ML;C;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,140,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,,CBOE,-8,1.99,1592,-5.83,-1592.16,-5.98,100,ML;C,CS,IB9048
09S,141,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:29:31,CBOE,1,2.014745,199,-0.72875,201.47,-3.2,100,ML;C;ST,C,IB9048
09S,142,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:26:20,CBOE,1,2.006545,24.875,-0.09109375,200.65,-2.38,100,ML;C;ST;ST,C,IB9048
09S,143,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:27:53,CBOE,1,1.991745,3.109375,-0.011386719,199.17,-0.9,100,ML;C;ST;ST;ST,C,IB9048
09S,144,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:27:52,CBOE,1,1.991745,0.388671875,-0.00142334,199.17,-0.9,100,ML;C;ST;ST;ST;ST,C,IB9048
09S,145,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:26:20,CBOE,1,1.987245,0.048583984,-0.000177917,198.72,-0.45,100,ML;C;ST;ST;ST;ST;ST,C,IB9048
09S,146,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:26:20,CBOE,1,1.984245,0.006072998,-2.22397E-05,198.42,-0.15,100,ML;C;ST;ST;ST;ST;ST;ST,C,IB9048
09S,147,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:27:47,CBOE,1,1.981745,0.000759125,-2.77996E-06,198.17,0.1,100,ML;C;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,148,O,BA 18FEB12 75.0 P,BA,2012-02-18,75,P,2012-01-24 15:41:15,-8,2012-01-24 11:27:34,CBOE,1,1.963545,9.48906E-05,-3.47495E-07,196.35,1.92,100,ML;C;ST;ST;ST;ST;ST;ST;ST;ST,C,IB9048
09S,149,O,AAPL 18JAN14 400.0 C,AAPL,2014-01-18,400,C,2012-01-27 15:04:18,-2,,NASDAQOM,-2,100.45,20090,-0.99,-17061.44,3027.56,100,ML;C,CS,IB9048
09S,150,O,AAPL 18JAN14 400.0 C,AAPL,2014-01-18,400,C,2012-01-27 15:04:18,-2,2011-12-27 15:56:58,NASDAQOM,2,85.307225,20090,-0.99,17061.44,3027.56,100,ML;C;ST,C,IB9048
09S,151,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:41:36,2,,CBOE,2,16.35,-3270,-1.45,9549.13,6277.68,100,ML;C,CS,IB9048
09S,152,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:41:36,2,2011-08-15 11:21:22,CBOE,-2,47.745658,-3270,-1.45,-9549.13,6277.68,100,ML;C;ST,C,IB9048
09S,153,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:58:52,2,,NASDAQOM,2,16.25,-3250,-0.61,9549.13,6298.52,100,ML;C,CS,IB9048
09S,154,O,AAPL 19JAN13 350.0 P,AAPL,2013-01-19,350,P,2012-01-27 15:58:52,2,2011-08-15 11:21:22,NASDAQOM,-2,47.745658,-3250,-0.61,-9549.13,6298.52,100,ML;C;ST,C,IB9048
09S,155,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:50:33,-22,,CBOE,-6,0.78,468,-4.36,-524.02,-60.38,100,P;ML;C,CS,IB9048
09S,156,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:50:33,-22,2012-01-20 15:10:06,CBOE,6,0.873369,127.6363636,-1.189090909,524.02,-60.38,100,P;ML;C;ST,C,IB9048
09S,157,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:53,22,,AMEX,2,0.33,-66,-1.45,78.25,10.8,100,P;ML;C,CS,IB9048
09S,158,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:53,22,2012-01-20 15:10:06,AMEX,-1,0.389747,-3,-0.065909091,-38.97,5.25,100,P;ML;C;ST,C,IB9048
09S,159,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:53,22,2012-01-20 15:10:06,AMEX,-1,0.392747,-0.136363636,-0.002995868,-39.27,5.55,100,P;ML;C;ST;ST,C,IB9048
09S,160,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:54,22,,PHLX,10,0.33,-330,-7.24,409.64,72.39,100,P;ML;C,CS,IB9048
09S,161,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:54,22,2012-01-20 15:10:06,PHLX,-1,0.392747,-15,-0.329090909,-39.27,5.55,100,P;ML;C;ST,C,IB9048
09S,162,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:54,22,2012-01-20 15:10:06,PHLX,-2,0.394247,-1.363636364,-0.029917355,-78.85,11.4,100,P;ML;C;ST;ST,C,IB9048
09S,163,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:54,22,2012-01-20 15:10:06,PHLX,-7,0.416447,-0.433884298,-0.009519159,-291.51,55.44,100,P;ML;C;ST;ST;ST,C,IB9048
09S,164,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:54,22,,PHLX,10,0.33,-330,-7.24,416.45,79.2,100,P;ML;C,CS,IB9048
09S,165,O,BRCM 18FEB12 38.0 C,BRCM,2012-02-18,38,C,2012-01-31 13:50:54,22,2012-01-20 15:10:06,PHLX,-10,0.416447,-150,-3.290909091,-416.45,79.2,100,P;ML;C;ST,C,IB9048
09S,166,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:56:11,-22,,CBOE,-16,0.78,1248,-11.62,-1377.63,-141.24,100,P;ML;C,CS,IB9048
09S,167,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:56:11,-22,2012-01-20 15:10:06,CBOE,11,0.873369,624,-5.81,960.71,-110.69,100,P;ML;C;ST,C,IB9048
09S,168,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:56:11,-22,2012-01-20 15:10:06,CBOE,1,0.840245,28.36363636,-0.264090909,84.02,-6.75,100,P;ML;C;ST;ST,C,IB9048
09S,169,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:56:11,-22,2012-01-20 15:10:06,CBOE,2,0.837245,2.578512397,-0.024008264,167.45,-12.9,100,P;ML;C;ST;ST;ST,C,IB9048
09S,170,O,BRCM 18FEB12 33.0 P,BRCM,2012-02-18,33,P,2012-01-31 13:56:11,-22,2012-01-20 15:10:06,CBOE,2,0.827245,0.234410218,-0.002182569,165.45,-10.9,100,P;ML;C;ST;ST;ST;ST,C,IB9048
09S,171,O,AMZN 18FEB12 200.0 C,AMZN,2012-02-18,200,C,2012-01-31 15:03:02,-6,,CBOE2,-5,7.51,3755,-1.84,-3598.32,154.83,100,P;ML;C,CS,IB9048
09S,172,O,AMZN 18FEB12 200.0 C,AMZN,2012-02-18,200,C,2012-01-31 15:03:02,-6,2012-01-19 10:11:42,CBOE2,5,7.196645,3129.166667,-1.533333333,3598.32,154.83,100,P;ML;C;ST,C,IB9048
09S,173,O,AMZN 18FEB12 200.0 C,AMZN,2012-02-18,200,C,2012-01-31 15:03:02,-6,,ISE,-1,7.5,750,-0.74,-710.02,39.24,100,P;ML;C,CS,IB9048
09S,174,O,AMZN 18FEB12 200.0 C,AMZN,2012-02-18,200,C,2012-01-31 15:03:02,-6,2012-01-19 10:10:04,ISE,1,7.100245,125,-0.123333333,710.02,39.24,100,P;ML;C;ST,C,IB9048
09S,175,O,AMZN 18FEB12 205.0 C,AMZN,2012-02-18,205,C,2012-01-31 15:03:02,6,,CBOE2,5,5.72,-2860,-1.77,2708.27,-153.51,100,P;ML;C,CS,IB9048
09S,176,O,AMZN 18FEB12 205.0 C,AMZN,2012-02-18,205,C,2012-01-31 15:03:02,6,2012-01-19 10:10:04,CBOE2,-1,5.349652,-476.6666667,-0.295,-534.97,-37.39,100,P;ML;C;ST,C,IB9048
09S,177,O,AMZN 18FEB12 205.0 C,AMZN,2012-02-18,205,C,2012-01-31 15:03:02,6,2012-01-19 10:11:42,CBOE2,-4,5.433251,-317.7777778,-0.196666667,-2173.3,-116.12,100,P;ML;C;ST;ST,C,IB9048
09S,178,O,AMZN 18FEB12 205.0 C,AMZN,2012-02-18,205,C,2012-01-31 15:03:02,6,,ISE,1,5.7,-570,-0.72,543.33,-27.4,100,P;ML;C,CS,IB9048
09S,179,O,AMZN 18FEB12 205.0 C,AMZN,2012-02-18,205,C,2012-01-31 15:03:02,6,2012-01-19 10:11:42,ISE,-1,5.433251,-95,-0.12,-543.33,-27.4,100,P;ML;C;ST,C,IB9048
09S,180,O,AMZN 18FEB12 175.0 P,AMZN,2012-02-18,175,P,2012-01-31 15:03:02,6,,CBOE2,5,3.87,-1935,-1.77,1701.64,-235.13,100,P;ML;C,CS,IB9048
09S,181,O,AMZN 18FEB12 175.0 P,AMZN,2012-02-18,175,P,2012-01-31 15:03:02,6,2012-01-19 10:11:42,CBOE2,-5,3.40329,-1612.5,-1.475,-1701.64,-235.13,100,P;ML;C;ST,C,IB9048
09S,182,O,AMZN 18FEB12 175.0 P,AMZN,2012-02-18,175,P,2012-01-31 15:03:02,6,,ISE,1,3.87,-387,-0.72,342.97,-44.76,100,P;ML;C,CS,IB9048
09S,183,O,AMZN 18FEB12 175.0 P,AMZN,2012-02-18,175,P,2012-01-31 15:03:02,6,2012-01-19 10:10:04,ISE,-1,3.429689,-64.5,-0.12,-342.97,-44.76,100,P;ML;C;ST,C,IB9048
09S,184,O,AMZN 18FEB12 180.0 P,AMZN,2012-02-18,180,P,2012-01-31 15:03:02,-6,,CBOE2,-5,5.38,2690,-1.82,-2388.68,299.49,100,P;ML;C,CS,IB9048
09S,185,O,AMZN 18FEB12 180.0 P,AMZN,2012-02-18,180,P,2012-01-31 15:03:02,-6,2012-01-19 10:10:04,CBOE2,1,4.820245,448.3333333,-0.303333333,482.02,55.61,100,P;ML;C;ST,C,IB9048
09S,186,O,AMZN 18FEB12 180.0 P,AMZN,2012-02-18,180,P,2012-01-31 15:03:02,-6,2012-01-19 10:11:42,CBOE2,4,4.766645,298.8888889,-0.202222222,1906.66,243.88,100,P;ML;C;ST;ST,C,IB9048
09S,187,O,AMZN 18FEB12 180.0 P,AMZN,2012-02-18,180,P,2012-01-31 15:03:02,-6,,ISE,-1,5.37,537,-0.73,-476.66,59.6,100,P;ML;C,CS,IB9048
09S,188,O,AMZN 18FEB12 180.0 P,AMZN,2012-02-18,180,P,2012-01-31 15:03:02,-6,2012-01-19 10:11:42,ISE,1,4.766645,89.5,-0.121666667,476.66,59.6,100,P;ML;C;ST,C,IB9048
09S,189,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:39:40,-11,,CBOE,-11,0.66,726,-7.98,-740.9,-22.88,100,ML;C,CS,IB9048
09S,190,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:39:40,-11,2012-01-20 15:10:06,CBOE,11,0.673545,726,-7.98,740.9,-22.88,100,ML;C;ST,C,IB9048
09S,191,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:45:00,-11,,CBOE,-11,0.7,770,-7.98,-724.75,37.27,100,ML;C,CS,IB9048
09S,192,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:45:00,-11,2012-01-20 15:10:06,CBOE,6,0.673545,420,-4.352727273,404.13,11.52,100,ML;C;ST,C,IB9048
09S,193,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:45:00,-11,2012-01-20 15:10:06,CBOE,2,0.647245,76.36363636,-0.791404959,129.45,9.1,100,ML;C;ST;ST,C,IB9048
09S,194,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:45:00,-11,2012-01-20 15:10:06,CBOE,1,0.637245,6.94214876,-0.071945905,63.72,5.55,100,ML;C;ST;ST;ST,C,IB9048
09S,195,O,BRCM 18FEB12 37.0 C,BRCM,2012-02-18,37,C,2012-02-01 10:45:00,-11,2012-01-20 15:10:06,CBOE,2,0.637245,1.262208866,-0.013081074,127.45,11.1,100,ML;C;ST;ST;ST;ST,C,IB9048
09S,196,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-02-01 13:39:57,2,,CBOE,2,10,-2000,-1.45,1149.06,-852.39,100,ML;C,CS,IB9048
09S,197,O,C 19JAN13 40.0 P,C,2013-01-19,40,P,2012-02-01 13:39:57,2,2011-05-25 11:58:14,CBOE,-2,5.745275,-2000,-1.45,-1149.06,-852.39,100,ML;C;ST,C,IB9048
09S,198,O,AMZN 18JAN14 280.0 C,AMZN,2014-01-18,280,C,2012-02-01 13:52:20,1,,NASDAQOM,1,9.55,-955,-0.6,4769.27,3813.66,100,ML;C,CS,IB9048
09S,199,O,AMZN 18JAN14 280.0 C,AMZN,2014-01-18,280,C,2012-02-01 13:52:20,1,2011-10-14 12:41:14,NASDAQOM,-1,47.692659,-955,-0.6,-4769.27,3813.66,100,ML;C;ST,C,IB9048
09S,200,O,LNKD 18FEB12 87.5 C,LNKD,2012-02-18,87.5,C,2012-02-02 11:53:51,-4,,BATS,-4,1.2,480,-1.31,-478.69,0,100,O,O,IB9048
09S,201,S,BAC,BAC,,,,2012-02-02 15:23:22,-1300,,NYSE,-1300,7.42,9646,-3.05,-15281.86,-5638.91,1,ML;C,CS,IB9048
09S,202,S,BAC,BAC,,,,2012-02-02 15:23:22,-1300,2011-04-04 13:42:08,NYSE,1000,13.412203,7420,-2.346153846,13412.2,-5994.55,1,ML;C;ST,C,IB9048
09S,203,S,BAC,BAC,,,,2012-02-02 15:23:22,-1300,2011-10-13 11:48:43,NYSE,300,6.232203,1712.307692,-0.541420118,1869.66,355.64,1,ML;C;ST;ST,C,IB9048
09S,204,S,LNKD,LNKD,,,,2012-02-02 16:05:56,-200,,NYSE,-200,76.98,15396,-1.21,-15394.79,0,1,O,O,IB9048
09S,205,S,AFL,AFL,,,,2012-02-03 11:23:26,-100,,NYSE,-100,50.12,5012,-0.67,-4540.22,471.11,1,ML;C,CS,IB9048
09S,206,S,AFL,AFL,,,,2012-02-03 11:23:26,-100,2011-07-20 12:44:45,NYSE,100,45.402203,5012,-0.67,4540.22,471.11,1,ML;C;ST,C,IB9048
09S,207,O,LNKD 18FEB12 90.0 C,LNKD,2012-02-18,90,C,2012-02-03 12:59:04,-3,,BATS,-3,1.35,405,-0.98,-404.02,0,100,O,O,IB9048
09S,208,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,5,,CBOE,5,12.65,-6325,-3.62,8448.23,2119.6,100,ML;C,CS,IB9048
09S,209,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,5,2011-04-01 13:20:21,CBOE,-3,16.896455,-3795,-2.172,-5068.94,1271.76,100,ML;C;ST,C,IB9048
09S,210,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,5,2011-04-01 13:20:21,CBOE,-2,16.896455,-1518,-0.8688,-3379.29,847.84,100,ML;C;ST;ST,C,IB9048
09S,211,S,ALXN,ALXN,,,,2012-02-03 15:32:23,200,,ISLAND,100,78.7,-7870,-1.02,7871.02,0,1,P;O,O,IB9048
09S,212,S,ALXN,ALXN,,,,2012-02-03 15:32:23,200,,ISLAND,100,78.7,-7870,-0.32,7870.32,0,1,P;O,O,IB9048
09S,213,S,C,C,,,,2012-02-03 15:45:06,-100,,NYSE,-100,33.31,3331,-0.63,-3004.22,326.15,1,ML;C,CS,IB9048
09S,214,S,C,C,,,,2012-02-03 15:45:06,-100,2011-08-17 13:13:50,NYSE,100,30.042203,3331,-0.63,3004.22,326.15,1,ML;C;ST,C,IB9048
09S,215,O,BIDU 19JAN13 180.0 C,BIDU,2013-01-19,180,C,2012-02-08 14:56:56,1,,NASDAQOM,1,7.3,-730,-0.6,1919.32,1188.72,100,ML;C,CS,IB9048
09S,216,O,BIDU 19JAN13 180.0 C,BIDU,2013-01-19,180,C,2012-02-08 14:56:56,1,2011-10-27 15:59:37,NASDAQOM,-1,19.193206,-730,-0.6,-1919.32,1188.72,100,ML;C;ST,C,IB9048
09S,217,S,APRI,APRI,,,,2012-02-09 13:14:24,2500,,PSX,600,3.82,-2292,-3.84,2295.84,0,1,P;O,O,IB9048
09S,218,S,APRI,APRI,,,,2012-02-09 13:14:24,2500,,ISLAND,800,3.82,-3056,-5.36,3061.36,0,1,P;O,O,IB9048
09S,219,S,APRI,APRI,,,,2012-02-09 13:14:24,2500,,BATS,100,3.82,-382,-0.66,382.66,0,1,P;O,O,IB9048
09S,220,S,APRI,APRI,,,,2012-02-09 13:14:24,2500,,ISLAND,1000,3.82,-3820,-6.7,3826.7,0,1,P;O,O,IB9048
09S,221,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-09 15:14:27,4,,CBOE,4,4.55,-1820,-2.9,2872.91,1050.01,100,ML;C,CS,IB9048
09S,222,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-09 15:14:27,4,2011-05-11 15:58:19,CBOE,-4,7.182275,-1820,-2.9,-2872.91,1050.01,100,ML;C;ST,C,IB9048
09S,223,S,LNKD,LNKD,,,,2012-02-09 15:52:16,200,,NYSE,200,76.25,-15250,-0.44,15394.79,144.35,1,ML;C,CS,IB9048
09S,224,S,LNKD,LNKD,,,,2012-02-09 15:52:16,200,2012-02-02 16:05:56,NYSE,-200,76.973969,-15250,-0.44,-15394.79,144.35,1,ML;C;ST,C,IB9048
09S,225,O,LNKD 18FEB12 90.0 C,LNKD,2012-02-18,90,C,2012-02-09 15:56:17,-4,,BATS,-1,0.95,95,-0.63,-94.37,0,100,P;O,O,IB9048
09S,226,O,LNKD 18FEB12 90.0 C,LNKD,2012-02-18,90,C,2012-02-09 15:56:20,-4,,BATS,-1,0.95,95,-0.03,-94.97,0,100,P;O,O,IB9048
09S,227,O,LNKD 18FEB12 90.0 C,LNKD,2012-02-18,90,C,2012-02-09 15:57:39,-4,,BATS,-2,0.95,190,-0.65,-189.35,0,100,P;O,O,IB9048
09S,228,O,LNKD 17MAR12 85.0 P,LNKD,2012-03-17,85,P,2012-02-10 11:47:04,-5,,BATS,-5,4.7,2350,-1.67,-2348.33,0,100,O,O,IB9048
09S,229,O,LNKD 17MAR12 85.0 P,LNKD,2012-03-17,85,P,2012-02-10 11:48:16,-4,,BATS,-4,4.8,1920,-1.33,-1918.67,0,100,O,O,IB9048
09S,230,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:21:44,2,,NASDAQOM,2,4.5,-900,-0.61,1436.46,535.85,100,ML;C,CS,IB9048
09S,231,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:21:44,2,2011-05-11 15:58:19,NASDAQOM,-2,7.182275,-900,-0.61,-1436.46,535.85,100,ML;C;ST,C,IB9048
09S,232,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,4,,NASDAQOM,4,4.45,-1780,-1.22,2872.91,1091.69,100,ML;C,CS,IB9048
09S,233,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,4,2011-05-11 15:58:19,NASDAQOM,-3,7.182275,-1335,-0.915,-2154.68,818.77,100,ML;C;ST,C,IB9048
09S,234,O,AKAM 19JAN13 35.0 P,AKAM,2013-01-19,35,P,2012-02-10 12:35:55,4,2011-05-11 15:58:19,NASDAQOM,-1,7.182275,-333.75,-0.22875,-718.23,272.92,100,ML;C;ST;ST,C,IB9048
09S,235,O,AXL 21APR12 12.0 C,AXL,2012-04-21,12,C,2012-02-10 13:37:15,4,,BATS,4,1,-400,-1.3,138.31,-262.99,100,ML;C,CS,IB9048
09S,236,O,AXL 21APR12 12.0 C,AXL,2012-04-21,12,C,2012-02-10 13:37:15,4,2011-11-30 15:12:20,BATS,-4,0.345768,-400,-1.3,-138.31,-262.99,100,ML;C;ST,C,IB9048
09S,237,O,BJRI 18FEB12 50.0 P,BJRI,2012-02-18,50,P,2012-02-10 14:21:55,-2,,CBOE,-2,0.55,110,-1.45,-108.55,0,100,O,O,IB9048
09S,238,O,AAPL 17MAR12 535.0 C,AAPL,2012-03-17,535,C,2012-02-14 12:56:00,-2,,CBOE,-2,6.35,1270,-1.47,-1268.53,0,100,O,O,IB9048
09S,239,S,CAR,CAR,,,,2012-02-15 12:44:48,600,,ISE,600,14.685,-8811,-2.82,8813.82,0,1,O,O,IB9048
09S,240,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-15 12:44:48,-6,,ISE,-3,0.47,141,-2.18,-138.82,0,100,P;O,O,IB9048
09S,241,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-15 12:44:48,-6,,ISE,-3,0.48,144,-2.18,-141.82,0,100,P;O,O,IB9048
09S,242,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-02-16 10:58:35,-4,,ISE,-4,0.7,280,-1.14,-278.86,0,100,O,O,IB9048
09S,243,O,ASYS 19MAY12 7.5 P,ASYS,2012-05-19,7.5,P,2012-02-16 14:15:54,-9,,CBOE,-9,0.55,495,-6.53,-488.47,0,100,O,O,IB9048
09S,244,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-02-16 14:48:04,-6,,CBOE,-6,0.7,420,-4.36,-415.64,0,100,O,O,IB9048
09S,245,S,AXL,AXL,,,,2012-02-17 16:20:00,-500,2012-01-05 11:27:35,CSFBCROSS,100,10.938106,-264.609375,-0.11015625,1093.81,135.44,1,P;O;ST;ST;ST,O,IB9048
09S,246,S,AXL,AXL,,,,2012-02-17 16:20:00,-500,2012-01-05 11:27:35,CSFBCROSS,100,10.934703,-52.921875,-0.02203125,1093.47,135.78,1,P;O;ST;ST;ST;ST,O,IB9048
09S,247,S,AXL,AXL,,,,2012-02-17 16:20:00,-500,2012-01-05 11:27:35,CSFBCROSS,100,10.9312,-10.584375,-0.00440625,1093.12,136.13,1,P;O;ST;ST;ST;ST;ST,O,IB9048
09S,248,S,AXL,AXL,,,,2012-02-17 16:20:00,-500,2011-10-28 12:16:11,CSFBCROSS,100,9.750206,-2.116875,-0.00088125,975.02,254.23,1,P;O;ST;ST;ST;ST;ST;ST,O,IB9048
09S,249,S,AXL,AXL,,,,2012-02-17 16:20:00,-500,2011-10-28 12:16:11,CSFBCROSS,100,9.746703,-0.423375,-0.00017625,974.67,254.58,1,P;O;ST;ST;ST;ST;ST;ST;ST,O,IB9048
09S,250,O,ASH 18FEB12 70.0 C,ASH,2012-02-18,70,C,2012-02-17 16:20:00,16,2012-01-09 00:00:00,CBOE,-16,0.24275,200,-5.8,-388.4,388.4,100,O;ST,O,IB9048
09S,251,O,AXL 18FEB12 12.0 C,AXL,2012-02-18,12,C,2012-02-17 16:20:00,5,2012-01-03 00:00:00,CBOE,-5,0.292749,150,-3.63,-146.37,0,100,O;ST,O,IB9048
09S,252,O,BJRI 18FEB12 45.0 C,BJRI,2012-02-18,45,C,2012-02-17 16:20:00,2,2012-01-19 00:00:00,CBOE,-2,2.042716,410,-1.46,-408.54,0,100,O;ST,O,IB9048
09S,253,O,BJRI 18FEB12 50.0 P,BJRI,2012-02-18,50,P,2012-02-17 16:20:00,2,2012-02-10 00:00:00,CBOE,-2,0.542744,110,-1.45,-108.55,108.55,100,O;ST,O,IB9048
09S,254,O,BRCM 18FEB12 32.0 P,BRCM,2012-02-18,32,P,2012-02-17 16:20:00,22,2012-01-20 00:00:00,CBOE,-22,0.601966,112,-1.45,-1324.33,1324.33,100,P;O;ST,O,IB9048
09S,255,O,C 18FEB12 26.0 P,C,2012-02-18,26,P,2012-02-17 16:20:00,10,2012-01-17 00:00:00,CBOE,-10,0.612743,620,-7.26,-612.74,612.74,100,O;ST,O,IB9048
09S,256,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-17 16:20:00,6,2012-02-15 00:00:00,ISE,-6,0.467746,144,-2.18,-280.65,280.65,100,P;O;ST,O,IB9048
09S,257,O,LNKD 18FEB12 85.0 C,LNKD,2012-02-18,85,C,2012-02-17 16:20:00,6,2011-11-30 00:00:00,AMEX,-6,2.046436,105,-0.73,-1227.86,0,100,P;O;ST;ST,O,IB9048
